date,BTC,ETH,LTC,XMR,BCH,BSV,DASH,DOGE,ETC,VTC,ZEC
2018-10-18,"50884200,6681646","230,12336587915","276,3641429904","0,000514516679728","3,91370406717563",,"2150,5258585343",206.87582227283758,14.21145032,"1,44171570435119","0,001671931615514"
2018-10-19,"50702736,5834671","225,60492968477","229,72182796742","0,000333367910337","3,52358015369967",,"2104,31482415177",202.45003343815634,14.14537761,"1,2262905063717","0,001740370111236"
2018-10-20,"51059798,1087028","225,14901185545","247,76069275277","0,00038838270747","3,56985688798251",,"2211,52980898444",203.19805314450124,13.84899801,"1,4576383940461","0,001634832239383"
2018-10-21,"49274490,4825244","221,7591992587","247,76069275277","0,000397651717499","3,36341467131134",,"2111,11806840457",208.02695691990976,13.6747299,"1,20683795904484","0,001749803791594"
2018-10-22,"55344536,411531","218,67347931977","255,26859253316","0,000416918001862","3,96657006482496",,"2353,69631204129",197.7586710237673,14.18992604,"2,89866871813139","0,001710619669896"
2018-10-23,"54987474,8862954","221,32704963376","251,06681908442","0,000438829290527","3,36053339469648",,"2334,95019391132",192.87743740380873,14.12980696,"2,8117681550317","0,001648435619032"
2018-10-24,"40347952,3516322","223,07388167946","239,22021569871","0,000423990693005","3,72865854355245",,"2317,50423084211",199.3729082804837,14.01475414,"3,12621334329761","0,0016281222142"
2018-10-25,"48917428,9572887","221,23712076705","240,52032556663","0,000431181916692","3,8279503428555",,"2319,13304092117",191.31013722041192,13.67891633,"3,0286606125642","0,001690448309605"
2018-10-26,"51059798,1087028","217,18779777418","211,6324600195","0,000470205751543","3,38943598506501",,"2501,30274177244",175.88632546074217,13.5361279,"3,03224904884622","0,001654373374204"
2018-10-27,"48560367,432053","220,87901439063","236,87467382558","0,000445760322177","3,47406043598508",,"2408,11645842188",196.0810931516828,13.74512127,"2,98289220158236","0,001698915512933"
2018-10-28,"49988613,5329958","219,97158037198","251,52671550551","0,00044923121125","3,39100965039707",,"2453,08528604169",197.9841882411938,13.52990311,"3,11305635559566","0,0016576410995"
2018-10-29,"52130982,6844099","215,84365090758","234,43266687892","0,000439117244875","3,51812905320194",,"2315,52800818997",199.58629739502203,13.29628806,"3,01911731882382","0,00162631930211"
2018-10-30,"54987474,8862954","216,78164600631","231,79190695946","0,000465605936775","3,60119774367734",,"2634,1629392875",191.7859019442497,13.20203219,"3,04732337046158","0,001849018505343"
2018-10-31,"58201028,6134165","221,49109255659","240,83130852965","0,000460850202877","3,41813807647839",,"2990,25743147968",201.48238093175917,13.38955029,"3,32137084046345","0,001852469162237"
2018-11-01,"54989095,6997791","215,18992742007","229,14452059406","0,000468363925754","3,35784131470809",,"2850,868752566",187.47672470444337,13.4504207,"3,42743595460817","0,00189746394925"
2018-11-02,"51070835,0767113","211,08636611911","230,92269212488","0,000479446820521","3,64511787886314",,"2904,3492194226",178.50516155478002,12.63355007,"3,23085459325535","0,00190368681704"
2018-11-03,"57499331,799654","212,49676627238","223,51220887838","0,000458459637104","3,99504963664019",,"3243,38490713057",192.87604438628776,12.61878213,"3,1251498131036","0,002131168382644"
2018-11-04,"43928060,9401084","214,51828577146","242,8429945111","0,000467287302085","4,51113158006674",,"2483,22026587534",189.15665991069048,12.96110529,"3,08352554061625","0,001798942421746"
2018-11-05,"51427973,7835415","210,27597103972","246,46751681724","0,000485580286384","4,49739515340731",,"2842,34440757215",198.96308244151106,12.75423052,"3,52683562178067","0,002001828029615"
2018-11-06,"45713754,4742591","211,54616748631","229,94819800845","0,000516003826933","4,63168733404774",,"2627,36871282598",183.18068422084897,12.65848333,"3,26447187677307","0,001973316142045"
2018-11-07,"46428031,8879194","213,54768463324","244,0582700686","0,000497358875777","4,59921502299691",,"2929,26004080284",189.1741309178068,12.35351484,"3,30777645346977","0,001950241625299"
2018-11-08,"43213783,5264481","215,06943289351","241,15281447254","0,000436147282524","4,70095586112822",,"2657,06011497779",201.66992020314697,12.76656724,"3,80272846128744","0,001980727288168"
2018-11-09,"45356615,767429","211,7970778599","226,80938874562","0,000455646184731","4,68576336928943",,"2722,41353299892",195.22348118566953,12.75735893,"3,65783008361775","0,002070296577802"
2018-11-10,"46785170,5947495","212,21697819334","232,17494502961","0,000471691135124","4,59338490245626",,"2637,84712617824",194.07286390124173,12.68198063,"3,0998488960988","0,002010882138284"
2018-11-11,"52142251,1972018","218,39445819203","231,76690470443","0,00044560739104","4,67300064717273",,"2469,42996429528",193.75532337109746,12.70080659,"3,1598984136412","0,001771411025916"
2018-11-12,"49999418,9562209","214,92337387367","226,46238047704","0,000447832303037","4,82352996287298",,"2536,23066001641",190.50574078187262,12.45901981,"3,64644499073384","0,001740398396934"
2018-11-13,"42856644,8196179","213,96269432843","250,68722473866","0,000459168975079","5,47662938980589",,"2715,68932726277",195.21795109009,12.26477883,"3,28600808514266","0,001828519083002"
2018-11-14,"48213725,4220701","215,19327182587","226,21165625436","0,00044576037632","4,09679545994529",,"2720,86055043106",184.75569891318787,12.62549776,"3,03120669250039","0,00178106748424"
2018-11-15,"45356615,767429","216,10852911749","212,57478335959","0,000449406397056","4,32881044884305","3,69841843981227","2806,11216081299",180.52394567200406,12.54296628,"3,04195550994091","0,001953500686274"
2018-11-16,"44814668,5643965","221,05497818966","232,86814944049","0,000496492522856","6,83337047566046","4,43366833914782","2873,04047052815",181.48698486667496,12.22130391,"3,11216406042292","0,002119915056289"
2018-11-17,"47956936,4976081","213,21034372482","227,88821904529","0,000483530838022","5,00022086629232","3,80289275739207","2780,13583843199",190.2719570330579,12.01917286,"3,07785345482401","0,001983540307548"
2018-11-18,"40680711,6496951","213,2438735809","217,15003071331","0,000470292977237","4,39495438866123","3,12213013854363","2856,37933529641",185.88528375329207,11.95177099,"3,02937319682048","0,002080420074803"
2018-11-19,"41672924,128956","208,0967425329","207,60497441822","0,000441147453179","4,75150958064904","2,61259001476219","2775,98617022827",173.16661964047424,11.67561349,"3,16731164381715","0,002090861743306"
2018-11-20,"43657349,0874777","204,06948896982","192,92419751046","0,000475568174","4,17819726798824","2,97351282545918","3036,2921946344",159.86032814076256,11.41204311,"3,58169069683665","0,002065699982785"
2018-11-21,"34727436,77413","198,13414196401","204,61563916815","0,000453302792616","4,17110708843232","4,14492053252046","2671,59615112207",158.26702596418536,10.86051784,"3,56382031939366","0,00186406935913"
2018-11-22,"40349974,1566082","193,50046200817","203,4995538636","0,000445306472272","3,91320719926731","3,50684427869719","2782,39751431734",165.92431474732683,10.7743359,"4,24712341107579","0,002125697624548"
2018-11-23,"41342186,635869","195,77922325409","188,9904449044","0,000427325509866","2,92842114224845","2,78231900930866","2906,98961784688",158.41308040577118,10.77023574,"3,96890186114313","0,002120768637279"
2018-11-24,"47295461,5114342","195,3038487082","194,33592820262","0,000436316120694","2,35264510661727","2,94757310454792","2665,97055714616",159.82489940924765,10.54717975,"4,24730592475155","0,001970380338317"
2018-11-25,"42003661,622043","192,82289022989","177,59127277992","0,000424757468867","1,83229763328454","1,92365713196683","2655,53212178345",147.01175866777692,10.26784661,"5,09510154939316","0,00207513612522"
2018-11-26,"36711861,7326517","189,33865390722","170,43308328207","0,000428776189889","1,98592116679193","1,15417249845735","2445,98680925979",138.6734941738565,10.07759962,"3,88922058179612","0,002154837305189"
2018-11-27,"43326611,5943908","174,60694043366","158,84363361889","0,000419567392675","1,91890949723923","0,935842455874657","2651,9016636449",136.25123036118464,9.61318236,"3,85567388336412","0,001936388640047"
2018-11-28,"39027024,1842604","167,39847469576","169,16903076228","0,000418343647957","1,99201373720428","0,836998413454962","2707,83716607025",134.41070654777093,9.43711043,"4,54839303342744","0,001941241813614"
2018-11-29,"34727436,77413","171,46488799664","165,44241546529","0,000430366188856","1,71135664753332","1,47474527102736","2429,95940752748",135.57644580460502,9.36081188,"4,44194948712353","0,001921012484564"
2018-11-30,"33404486,8017821","169,7670845464","174,81849385546","0,000401339617029","1,96768765836198","1,48334541833764","2157,54580481793",137.03215842263745,9.3246359,"4,79924966588169","0,00191837608635"
2018-12-01,"41011449,1427821","176,12413249499","179,31840459382","0,000406891688797","1,92518247969786","1,44884265496285","2250,98073337505",142.87717660571874,9.52546577,"4,56840926424548","0,002221017775912"
2018-12-02,"37704074,2119126","170,16515126373","178,06334580398","0,000382432938113","1,79988806606235","1,44885934025085","2106,54972988281",143.02431207298994,9.74668787,"4,02995290494161","0,002166861233693"
2018-12-03,"34851039,8061178","169,13964649472","178,95963781305","0,000432801328227","1,62714105879715","1,67846596880055","2324,60345988962",138.82432838068004,9.71052679,"3,7307029920988","0,001939131583841"
2018-12-04,"38734427,5898648","172,43558040537","187,02626589478","0,000413425154651","1,38602137160014","1,29325246805285","2174,25161280951",146.8950770634824,9.42346679,"3,45876174416043","0,001900291789701"
2018-12-05,"36488953,5266842","167,07192809947","172,68527284294","0,000408952107672","1,31818711142764","1,41054134405256","2068,75737436601",142.3217612692111,8.76411406,"4,83665081635461","0,001941595277363"
2018-12-06,"37892374,8161721","171,31118344114","171,43683197701","0,000386542201736","1,19196215557995","1,5218038909663","2127,20632746738",137.61729809131378,8.99525175,"3,84740093092665","0,001924952235725"
2018-12-07,"31998005,4003231","163,21542888776","167,37730772254","0,000377166713529","1,16375575054112","1,23476587970593","1641,4953981105",136.2478568071774,8.84368233,"3,96651616593579","0,001963974763686"
2018-12-08,"35646900,7529915","160,9648576647","165,81595224006","0,000375688450109","1,0288314584495","1,25977857682747","1297,13937941218",136.20235415192246,8.94755965,"3,93120489984104","0,001777684441051"
2018-12-09,"35927585,0108891","161,51401858243","161,49215736563","0,000364714617007","1,18419723277494","1,51939621890857","1361,64421862599",131.9182010975093,8.78400773,"3,98353267786212","0,001873894488609"
2018-12-10,"34804847,9792988","168,74573778003","164,32316405112","0,000372737270542","1,26132758351393","1,47792342705707","1506,96650413033",136.67256131776713,8.96388042,"4,21496074306124","0,001783035588223"
2018-12-11,"35085532,2371964","162,78671503804","149,57243119195","0,000388249127243","1,06627579236511","1,12929936699711","1441,29961912833",126.78471372789221,9.14342536,"4,28481602326812","0,001842780628305"
2018-12-12,"33682110,9477085","158,8644670693","163,73093494163","0,000374434785524","1,04353245496051","1,34736315663403","1504,61373703763",132.02865871895582,8.78114047,"4,52751197936346","0,001885783330454"
2018-12-13,"36769637,7845818","156,60526459104","168,9628676464","0,000365562703749","1,09991425734033","1,36642515790655","1497,06815640835",135.22276873173527,8.80702662,"4,44289333938821","0,001891835917522"
2018-12-14,"40979901,6530454","154,34772206573","157,40514705821","0,000369741770332","0,991613255200972","1,26755315524045","1458,30973182856",132.2692038432947,8.87889718,"4,30605373156238","0,002059959335299"
2018-12-15,"41821954,4267381","157,31878513323","152,72702205823","0,000382124082315","0,948588958368036","0,909421585603002","1627,70856236024",128.06215126982906,8.79963263,"5,27880451720116","0,002212430452226"
2018-12-16,"32278689,6582207","155,38886453567","150,09766360754","0,000364304097169","0,937896592141617","1,05362857458889","1663,27364753779",127.93915180632845,8.84930005,"4,81119879292956","0,002121982293996"
2018-12-17,"44909481,2636114","152,83912718569","150,62717299405","0,000361547931783","1,01508812437809","1,10421430540693","1663,79075085591",131.72769195457315,8.81681619,"4,82373742752768","0,002332365314788"
2018-12-18,"35632316,4387212","150,60463350961","144,76944959984","0,000347086828874","1,0614643402129","0,934172934337588","1704,90437462422",130.5674770642378,8.63052213,"4,34444359141196","0,002543165146599"
2018-12-19,"37822407,4037366","152,59833647154","158,25763852665","0,000345308803802","1,30385807883957","0,977297207897742","1692,30155785078",134.40375039435617,8.96573722,"3,28693931511855","0,002506263597594"
2018-12-20,"34268624,1577479","151,98213177028","171,18712065825","0,000337698794221","1,51989792503435","0,832801932831137","1745,93178122186",140.7059493132727,8.7423579,"4,01668124682705","0,002448314942853"
2018-12-21,"35537832,4598867","152,91555047244","172,49190054132","0,000345082411781","1,69344193956759","1,23606753178414","1994,22577366124",139.67261450337236,8.54031979,"4,2074742088155","0,002346309382702"
2018-12-22,"44422290,5748584","155,51860538381","172,75285651793","0,000352530676676","1,68986393276386","1,11246532922675","1846,70916261892",145.80056668135694,8.64498366,"3,68238541759782","0,002326474579683"
2018-12-23,"44676132,2352862","156,20260003417","175,89583079728","0,000335845585859","1,73357888590171","1,08361160201002","1747,31178097605",147.49120762313396,8.14408134,"3,80119041278739","0,002108830719689"
2018-12-24,"38583932,3850198","163,77745758491","167,36104218509","0,000343719183581","1,64660478133512","1,04642673317326","1682,1796541424",130.89681950207026,8.33246615,"3,77085471879121","0,002212643182126"
2018-12-25,"40360824,0080142","169,66532552424","163,1919059029","0,000355338271966","1,65325208913733","1,00662703465269","1354,40161163668",114.82473480597953,8.38485325,"3,64094038397525","0,002076449375975"
2018-12-26,"39853140,6871587","174,29551789034","167,46630440167","0,000355783620602","1,58803267458554","0,861137653930839","1703,95565641889",134.13775077879606,9.24295001,"3,34614997852113","0,002063970563198"
2018-12-27,"44168448,9144307","170,4499624371","171,75301809496","0,000358288497056","1,42081796064027","0,869200827923788","1766,0527418975",140.24223163474787,9.7070785,"3,17570976409268","0,002203409002133"
